type;material name;length;width;thickness;material number;stock;stock av;stock1;stock2;stock3;stock4;stock5;stock6;reserved stock;customer ID;stock manual rests;stock of block storage;density
4031;XXVinzencaOak36_2302x1210;2302;1210;36;0;1;1;1;0;0;0;0;0;0;240625900;0;0;790;
4033;XXEucraOak18_Woodmatt_2440x1405;2440;1405;18;0;1;1;1;0;0;0;0;0;0;071025915;0;0;790;
4035;XXBlack33_Flint_1820x1760;1820;1760;33;0;1;1;1;0;0;0;0;0;0;0210251115;0;0;790;
4036;XXGreyStone18_3115x1695;3115;1695;18;0;1;1;1;0;0;0;0;0;0;270625900;0;0;790;
4037;XXCoastalSunrise18_3630x660;3630;660;18;0;1;1;1;0;0;0;0;0;0;201025115;0;0;790;
4038;XXMilkwood33_2000x905;2000;905;33;0;1;1;1;0;0;0;0;0;0;2706251250;0;0;790;
4041;XXSeasonedOak13_Compact_3650x1497;3650;1497;13;0;1;1;1;0;0;0;0;0;0;300625910;0;0;1550;
4042;XXOysterGrey18_1810x1775;1810;1775;18;0;3;3;3;0;0;0;0;0;0;0310251245;0;0;790;
4044;XXPrimeOak18_Matt_3630x585;3630;585;18;0;2;2;2;0;0;0;0;0;0;200825905;0;0;790;
4050;XXPrimeOak18_Matt_2830x725;2830;725;18;0;1;1;1;0;0;0;0;0;0;200825845;0;0;790;
4051;XXNataioWalnut33_Woodmatt_3615x593;3615;593;33;0;1;1;1;0;0;0;0;0;0;030725945;0;0;790;
4052;XXSeasonedOak13_Compact_2643x1303;2643;1303;13;0;1;1;1;0;0;0;0;0;0;030725950;0;0;1550;
4053;XXElegantOak18_Natural_3625x875;3625;875;18;0;1;1;1;0;0;0;0;0;0;1609251000;0;0;790;
4054;XXNaturalOak18_Ravine_3120x1085;3120;1085;18;0;1;1;1;0;0;0;0;0;0;040725745;0;0;790;
4055;XXBlack25_Matt_3630x1190;3630;1190;25;0;1;1;1;0;0;0;0;0;0;161025145;0;0;790;
4056;XXOysterGrey18_1810x1750;1810;1750;18;0;1;1;1;0;0;0;0;0;0;300925840;0;0;790;
4058;XXAvionGrey18_Vennette_2420x1095;2420;1095;18;0;1;1;1;0;0;0;0;0;0;100925150;0;0;790;
4059;XXCharcoal18_PB_3625x1455;3625;1455;18;0;1;1;1;0;0;0;0;0;0;290925855;0;0;790;
4061;XXSeasonedOak25_2100x1820;2100;1820;25;0;1;1;1;0;0;0;0;0;0;190825315;0;0;790;
4062;XXNaturalOak33_Ravine_3610x1120;3610;1120;33;0;1;1;1;0;0;0;0;0;0;070725310;0;0;790;
4064;XXBlack25_Woodmatt_2095x1820;2095;1820;25;0;1;1;1;0;0;0;0;0;0;2309251130;0;0;790;
4065;XXClassicWhiteSheen18_2160x1210;2160;1210;18;0;1;1;1;0;0;0;0;0;0;300925305;0;0;790;
4066;XXFox18_3620X820;3620;820;18;0;1;1;1;0;0;0;0;0;0;161025312;0;0;790;
4067;XXTerril13_Compact_3620x785;3620;785;13;0;1;1;1;0;0;0;0;0;0;130825135;0;0;1550;
4070;XXNataioWalnut33_WoodMatt_2020x1810;2020;1810;33;0;1;1;1;0;0;0;0;0;0;170725145;0;0;790;
4071;XXYoungBeech18_3625x1510;3625;1510;18;0;1;1;1;0;0;0;0;0;0;1308251205;0;0;790;
4073;XXAgaveSmooth13_Compact_3650x1018;3650;1018;13;0;1;1;1;0;0;0;0;0;0;150725105;0;0;1550;
4074;XXGreyStone25_3630x1000;3630;1000;25;0;1;1;1;0;0;0;0;0;0;170725130;0;0;790;
4075;XXNataioWalnut25_Matt_2100x1820;2100;1820;25;0;1;1;1;0;0;0;0;0;0;1209251145;0;0;790;
4076;XXGreystone18_2345x1810;2345;1810;18;0;1;1;1;0;0;0;0;0;0;1208251225;0;0;790;
4078;XXCalmOak25_2035x1818;2035;1818;25;0;1;1;1;0;0;0;0;0;0;161025316;0;0;790;
4079;XXMercurioSmooth18_2180x1200;2180;1200;18;0;1;1;1;0;0;0;0;0;0;180725740;0;0;790;
4081;XXDanishWalnut25_2005x1820;2005;1820;25;0;1;1;1;0;0;0;0;0;0;280725920;0;0;790;
4087;XXPolarWhite13_Compact_1810x1700;1810;1700;13;0;1;1;1;0;0;0;0;0;0;240725930;0;0;1550;
4089;XXBlackFlint16_PB_2440x1635;2440;1635;16;0;1;1;1;0;0;0;0;0;0;290725950;0;0;790;
4092;XXBattalion18_PB_3610x970;3610;970;18;0;1;1;1;0;0;0;0;0;0;280725725;0;0;790;
4093;XXPlamkedUrbanOak18_3625x1635;3625;1635;18;0;1;1;1;0;0;0;0;0;0;010925920;0;0;790;
4095;XXWhite25_flint_3220x735;3220;735;25;0;1;1;1;0;0;0;0;0;0;231025300;0;0;790;
